,CASE_STATUS,FULL_TIME,PREVAILING_WAGE,lat,lon
37679,WITHDRAWN,1.0,157061.0,29.7604267,-95.3698028
37680,CERTIFIED,1.0,55837.0,33.0198431,-96.6988856
37681,DENIED,1.0,51688.0,39.0839973,-77.1527578
37682,CERTIFIED-WITHDRAWN,1.0,77563.0,37.4323341,-121.8995741
37683,WITHDRAWN,1.0,69984.0,36.01561779999999,-86.58193940000002
37684,WITHDRAWN,1.0,62504.0,32.7766642,-96.7969879
37685,WITHDRAWN,1.0,44574.0,38.933867600000006,-77.17726040000002
37686,CERTIFIED-WITHDRAWN,1.0,141856.0,37.7749295,-122.4194155
37687,WITHDRAWN,1.0,67808.0,42.0450722,-87.6876969
37688,CERTIFIED,1.0,51834.0,41.49932,-81.6943605
37689,WITHDRAWN,1.0,74630.0,33.7489954,-84.3879824
37690,CERTIFIED,1.0,98800.0,45.52306220000001,-122.6764816
37691,CERTIFIED,1.0,81702.0,43.07305170000001,-89.4012302
37692,CERTIFIED-WITHDRAWN,1.0,96546.0,37.4529598,-122.1817252
37693,CERTIFIED,1.0,91520.0,29.7604267,-95.3698028
37694,WITHDRAWN,1.0,63482.0,40.0811745,-82.8087864
37695,WITHDRAWN,0.0,59717.0,40.22833710000001,-74.9322596
37696,WITHDRAWN,1.0,65957.0,41.0534302,-73.53873409999999
37697,CERTIFIED,1.0,65083.0,29.7604267,-95.3698028
37698,WITHDRAWN,0.0,59010.0,29.7604267,-95.3698028
37699,WITHDRAWN,1.0,67371.0,41.9778795,-91.6656232
37700,WITHDRAWN,0.0,68162.0,33.0198431,-96.6988856
37701,CERTIFIED-WITHDRAWN,0.0,53162.0,33.7489954,-84.3879824
37702,WITHDRAWN,0.0,57304.0,37.5778696,-122.34808999999998
37703,CERTIFIED-WITHDRAWN,0.0,65000.0,37.6624312,-121.8746789
37704,CERTIFIED,1.0,58885.0,32.7766642,-96.7969879
37705,DENIED,1.0,51377.96,36.6002378,-121.8946761
37706,CERTIFIED-WITHDRAWN,1.0,96096.0,40.7127837,-74.00594129999998
37707,DENIED,0.0,36691.2,32.5631924,-97.1416768
37708,WITHDRAWN,1.0,50773.0,40.4406248,-79.9958864
37709,CERTIFIED-WITHDRAWN,1.0,100657.0,37.3860517,-122.0838511
37710,DENIED,1.0,73216.0,40.7127837,-74.00594129999998
37711,CERTIFIED,1.0,69160.0,42.2959267,-71.71284709999998
37712,CERTIFIED,1.0,54288.0,25.9860762,-80.3035602
37713,WITHDRAWN,1.0,164382.0,37.4323341,-121.8995741
37714,CERTIFIED-WITHDRAWN,1.0,61568.0,40.7127837,-74.00594129999998
37715,CERTIFIED-WITHDRAWN,1.0,76981.0,41.8781136,-87.62979820000002
37716,DENIED,1.0,45718.0,28.5383355,-81.3792365
37717,WITHDRAWN,1.0,72010.0,40.7127837,-74.00594129999998
37718,CERTIFIED-WITHDRAWN,1.0,75691.0,47.76095,-122.2055883
37719,DENIED,1.0,52085.0,26.7153424,-80.0533746
37720,DENIED,0.0,12000.0,44.0581728,-121.3153096
37721,DENIED,1.0,47382.0,34.1425078,-118.255075
37722,WITHDRAWN,1.0,63606.0,37.54826970000001,-121.9885719
37723,CERTIFIED-WITHDRAWN,1.0,50419.0,39.9611755,-82.9987942
37724,CERTIFIED-WITHDRAWN,1.0,68099.0,40.7127837,-74.00594129999998
37725,CERTIFIED-WITHDRAWN,1.0,55120.0,39.0066993,-77.4291298
37726,CERTIFIED-WITHDRAWN,1.0,66082.0,35.2270869,-80.8431267
37727,DENIED,1.0,95035.0,37.7749295,-122.4194155
37728,CERTIFIED,1.0,33051.0,33.6000232,-117.6719953
37729,DENIED,1.0,51334.0,40.7127837,-74.00594129999998
37730,CERTIFIED-WITHDRAWN,1.0,36795.0,35.899167799999994,-78.8636402
37731,WITHDRAWN,1.0,70845.0,32.814017699999994,-96.9488945
37732,CERTIFIED,1.0,83637.0,37.3541079,-121.9552356
37733,CERTIFIED-WITHDRAWN,1.0,84032.0,47.6062095,-122.33207079999998
37734,CERTIFIED-WITHDRAWN,1.0,61797.0,38.9071923,-77.03687070000002
37735,WITHDRAWN,1.0,74381.0,40.787878000000006,-74.38820720000002
37736,DENIED,1.0,48000.0,33.6839473,-117.7946942
37737,CERTIFIED,1.0,123573.0,40.7127837,-74.00594129999998
37738,DENIED,1.0,65000.0,40.7127837,-74.00594129999998
37739,DENIED,1.0,101816.0,39.9611755,-82.9987942
37740,WITHDRAWN,1.0,66290.0,41.8781136,-87.62979820000002
37741,CERTIFIED,0.0,62566.4,40.79343220000001,-73.4151214
37742,CERTIFIED,1.0,33093.0,36.8529263,-75.977985
37743,CERTIFIED-WITHDRAWN,0.0,64126.0,44.840798,-93.2982799
37744,WITHDRAWN,1.0,86278.0,47.6062095,-122.33207079999998
37745,CERTIFIED,1.0,53789.0,35.042036,-89.66452659999999
37746,CERTIFIED-WITHDRAWN,1.0,42661.0,29.7604267,-95.3698028
37747,DENIED,1.0,48713.6,36.1626638,-86.78160159999999
37748,DENIED,1.0,66789.0,39.9611755,-82.9987942
37749,CERTIFIED-WITHDRAWN,1.0,102066.0,39.2014404,-85.9213796
37750,CERTIFIED-WITHDRAWN,1.0,69867.2,47.6101497,-122.2015159
37751,DENIED,1.0,72342.0,34.0522342,-118.24368490000002
37752,CERTIFIED-WITHDRAWN,1.0,88254.0,37.3229978,-122.0321823
37753,CERTIFIED,1.0,41662.4,42.3463503,-71.1626756
37754,CERTIFIED,1.0,53955.2,41.8781136,-87.62979820000002
37755,CERTIFIED-WITHDRAWN,0.0,61422.0,40.4862157,-74.4518188
37756,DENIED,1.0,70096.0,37.7749295,-122.4194155
37757,WITHDRAWN,1.0,41766.0,29.7604267,-95.3698028
37758,DENIED,1.0,62462.0,34.0028786,-84.1446376
37759,CERTIFIED,1.0,34445.0,39.9525839,-75.1652215
37760,CERTIFIED,1.0,165589.0,41.49932,-81.6943605
37761,WITHDRAWN,1.0,90355.0,37.7749295,-122.4194155
37762,DENIED,1.0,40700.0,33.6411316,-117.9186689
37763,CERTIFIED-WITHDRAWN,1.0,45490.0,32.814017699999994,-96.9488945
37764,CERTIFIED,1.0,123864.0,34.0805651,-118.072846
37765,DENIED,1.0,23613.0,40.6781784,-73.94415790000002
37766,DENIED,1.0,84011.0,37.4323341,-121.8995741
37767,WITHDRAWN,1.0,74298.0,30.3321838,-81.655651
37768,CERTIFIED-WITHDRAWN,1.0,71900.0,29.7604267,-95.3698028
37769,CERTIFIED-WITHDRAWN,1.0,60923.0,40.6936488,-89.58898640000002
37770,DENIED,1.0,40810.0,40.8147955,-77.8653126
37771,CERTIFIED-WITHDRAWN,1.0,53872.0,37.3860517,-122.0838511
37772,WITHDRAWN,1.0,60798.0,33.6469661,-117.689218
37773,CERTIFIED-WITHDRAWN,1.0,56347.0,41.308274,-72.9278835
37774,DENIED,1.0,38459.0,38.9012225,-77.2652604
37775,CERTIFIED-WITHDRAWN,1.0,88254.0,37.3860517,-122.0838511
37776,DENIED,1.0,75546.0,37.3860517,-122.0838511
37777,DENIED,1.0,59612.8,40.6958108,-73.8272029
37778,CERTIFIED,1.0,67122.0,33.0198431,-96.6988856
37779,DENIED,0.0,29203.2,42.3736158,-71.10973349999998
37780,DENIED,1.0,104146.0,34.0522342,-118.24368490000002
37781,DENIED,1.0,58053.0,40.1012856,-75.38355250000002
37782,CERTIFIED,1.0,69098.0,47.6739881,-122.121512
37783,DENIED,0.0,63544.0,38.9685112,-76.8620327
37784,WITHDRAWN,0.0,63149.0,34.1367208,-118.66148090000002
37785,DENIED,1.0,228092.8,36.3295905,-78.3991638
37786,CERTIFIED,1.0,56285.0,43.0389025,-87.9064736
37787,WITHDRAWN,1.0,37170.0,13.507388199999998,144.8153819
37788,CERTIFIED-WITHDRAWN,1.0,94307.0,32.2217429,-110.926479
37789,CERTIFIED,1.0,67122.0,38.5434594,-121.2783728
37790,WITHDRAWN,0.0,68557.0,42.36837,-83.3527097
37791,CERTIFIED-WITHDRAWN,1.0,92394.0,33.4255104,-111.9400054
37792,CERTIFIED,1.0,57346.0,32.814017699999994,-96.9488945
37793,CERTIFIED-WITHDRAWN,1.0,67642.0,42.0841936,-88.0131275
37794,CERTIFIED-WITHDRAWN,1.0,61381.0,37.7749295,-122.4194155
37795,CERTIFIED,1.0,54870.0,32.715738,-117.1610838
37796,DENIED,1.0,91166.0,42.33142700000001,-83.0457538
37797,DENIED,1.0,46738.0,36.1699412,-115.13982959999998
37798,CERTIFIED-WITHDRAWN,0.0,44824.0,40.7127837,-74.00594129999998
37799,CERTIFIED-WITHDRAWN,1.0,47216.0,42.2808256,-83.7430378
37800,WITHDRAWN,1.0,65278.0,39.1031182,-84.5120196
37801,DENIED,1.0,37283.0,41.8781136,-87.62979820000002
37802,DENIED,0.0,67288.0,41.5731442,-87.7932939
37803,CERTIFIED-WITHDRAWN,1.0,36795.0,32.7766642,-96.7969879
37804,CERTIFIED,0.0,51646.0,33.4483771,-112.0740373
37805,WITHDRAWN,1.0,40602.0,39.7392358,-104.990251
37806,CERTIFIED,1.0,82867.2,32.948333500000004,-96.7298519
37807,DENIED,1.0,44762.0,27.530567100000006,-99.4803241
37808,DENIED,1.0,138362.0,37.7749295,-122.4194155
37809,CERTIFIED,1.0,76794.0,40.7151691,-74.65760909999999
37810,DENIED,1.0,96741.0,40.8932469,-74.0116536
37811,CERTIFIED-WITHDRAWN,1.0,54704.0,40.0994425,-74.9325683
37812,WITHDRAWN,1.0,102835.0,37.54826970000001,-121.9885719
37813,CERTIFIED-WITHDRAWN,1.0,80850.0,37.4323341,-121.8995741
37814,WITHDRAWN,1.0,46904.0,34.07537620000001,-84.2940899
37815,WITHDRAWN,1.0,80746.0,37.4418834,-122.1430195
37816,WITHDRAWN,1.0,63294.0,39.7589478,-84.1916069
37817,WITHDRAWN,1.0,52770.0,40.5187154,-74.4120953
37818,CERTIFIED-WITHDRAWN,1.0,63045.0,38.6270025,-90.1994042
37819,DENIED,1.0,42600.0,42.9633599,-85.6680863
37820,WITHDRAWN,0.0,45906.0,41.1073183,-73.7959666
37821,WITHDRAWN,1.0,51377.96,36.6002378,-121.8946761
37822,CERTIFIED-WITHDRAWN,1.0,45656.0,32.948333500000004,-96.7298519
37823,WITHDRAWN,1.0,48123.18,40.8447819,-73.86482679999997
37824,CERTIFIED-WITHDRAWN,1.0,41246.0,39.755543,-105.2210997
37825,CERTIFIED-WITHDRAWN,1.0,47882.0,39.4562099,-77.9638869
37826,CERTIFIED,1.0,57990.0,35.2270869,-80.8431267
37827,DENIED,1.0,62712.0,42.2393323,-87.9653565
37828,DENIED,0.0,50086.4,40.7127837,-74.00594129999998
37829,WITHDRAWN,1.0,62556.0,38.1074198,-122.5697032
37830,CERTIFIED,0.0,61256.0,29.7604267,-95.3698028
37831,WITHDRAWN,1.0,53851.0,41.4828144,-87.3328139
37832,DENIED,1.0,65486.0,42.3600825,-71.0588801
37833,DENIED,1.0,51330.0,44.5235792,-89.574563
37834,CERTIFIED-WITHDRAWN,1.0,77917.0,44.8832982,-93.2830021
37835,DENIED,1.0,76045.0,32.7766642,-96.7969879
37836,DENIED,1.0,61797.0,33.7489954,-84.3879824
37837,CERTIFIED,1.0,63440.0,36.6103334,-88.314761
37838,WITHDRAWN,1.0,73465.6,33.7222445,-116.3744556
37839,WITHDRAWN,1.0,67808.0,42.1275267,-87.82895479999998
37840,WITHDRAWN,1.0,117229.0,37.4529598,-122.1817252
37841,CERTIFIED-WITHDRAWN,1.0,45531.0,40.554887,-74.4642861
37842,CERTIFIED-WITHDRAWN,1.0,87194.0,35.79154000000001,-78.78111690000001
37843,CERTIFIED-WITHDRAWN,1.0,73403.0,37.5778696,-122.34808999999998
37844,CERTIFIED-WITHDRAWN,1.0,52874.0,30.3321838,-81.655651
37845,CERTIFIED-WITHDRAWN,1.0,68973.0,37.4323341,-121.8995741
37846,WITHDRAWN,1.0,81432.0,47.76095,-122.2055883
37847,CERTIFIED,1.0,70762.0,40.572603,-74.4926541
37848,DENIED,1.0,73174.0,28.5383355,-81.3792365
37849,CERTIFIED-WITHDRAWN,1.0,48110.0,32.814017699999994,-96.9488945
37850,WITHDRAWN,1.0,55162.0,38.7131073,-90.4298401
37851,DENIED,1.0,41309.0,41.8781136,-87.62979820000002
37852,CERTIFIED-WITHDRAWN,1.0,129896.0,41.0534302,-73.53873409999999
37853,CERTIFIED-WITHDRAWN,1.0,98675.0,37.3860517,-122.0838511
37854,CERTIFIED,1.0,123445.0,37.3382082,-121.88632859999998
37855,CERTIFIED-WITHDRAWN,1.0,85925.0,30.267153000000004,-97.7430608
37856,WITHDRAWN,1.0,68120.0,35.899167799999994,-78.8636402
37857,DENIED,1.0,49700.0,41.6639383,-83.555212
37858,DENIED,1.0,34798.0,41.9550296,-87.9400657
37859,CERTIFIED,0.0,53706.0,41.8498339,-87.8806738
37860,DENIED,1.0,79893.0,25.7616798,-80.1917902
37861,CERTIFIED,1.0,47216.0,42.0039178,-87.97034609999999
37862,WITHDRAWN,1.0,70278.0,37.7749295,-122.4194155
37863,CERTIFIED-WITHDRAWN,1.0,138548.8,37.7749295,-122.4194155
37864,CERTIFIED-WITHDRAWN,0.0,44510.0,29.4241219,-98.4936282
37865,CERTIFIED-WITHDRAWN,1.0,56971.0,37.54826970000001,-121.9885719
37866,DENIED,1.0,109762.0,37.3382082,-121.88632859999998
37867,DENIED,1.0,66019.0,45.52306220000001,-122.6764816
37868,CERTIFIED-WITHDRAWN,1.0,69722.0,39.1955042,-76.72282270000002
37869,DENIED,1.0,117915.0,36.1539816,-95.992775
37870,WITHDRAWN,1.0,111114.0,41.0467635,-74.02291729999997
37871,CERTIFIED,1.0,91416.0,41.0262417,-73.62819640000002
37872,WITHDRAWN,1.0,71552.0,37.831316,-122.2852473
37873,CERTIFIED,0.0,67288.0,41.8781136,-87.62979820000002
37874,DENIED,1.0,44720.0,40.7920441,-73.53984759999999
37875,WITHDRAWN,0.0,67746.0,29.7604267,-95.3698028
37876,CERTIFIED,1.0,89856.0,38.9586307,-77.35700279999998
37877,WITHDRAWN,1.0,48110.0,32.814017699999994,-96.9488945
37878,DENIED,1.0,55848.0,40.8257625,-96.6851982
37879,DENIED,1.0,34840.0,41.8781136,-87.62979820000002
37880,WITHDRAWN,1.0,65957.0,44.80413220000001,-93.1668858
37881,DENIED,1.0,103480.0,29.7604267,-95.3698028
37882,CERTIFIED,1.0,50003.0,43.0481221,-76.1474244
37883,DENIED,1.0,63758.0,33.6839473,-117.7946942
37884,CERTIFIED,0.0,54260.0,34.0522342,-118.24368490000002
37885,CERTIFIED,1.0,71906.0,29.7604267,-95.3698028
37886,CERTIFIED,1.0,69930.0,32.7766642,-96.7969879
37887,WITHDRAWN,1.0,65541.0,37.4852152,-122.2363548
37888,CERTIFIED,1.0,49358.0,33.0198431,-96.6988856
37889,CERTIFIED,1.0,64813.0,32.715738,-117.1610838
37890,WITHDRAWN,1.0,56576.0,34.0211224,-118.3964665
37891,WITHDRAWN,1.0,81890.0,35.823483,-78.8255621
37892,CERTIFIED-WITHDRAWN,1.0,51542.0,40.8436663,-81.7640212
37893,WITHDRAWN,1.0,46966.0,39.0997265,-94.5785667
37894,WITHDRAWN,1.0,146432.0,45.52306220000001,-122.6764816
37895,WITHDRAWN,1.0,53477.0,41.7637111,-72.6850932
37896,CERTIFIED,1.0,56347.0,40.4842027,-88.9936873
37897,DENIED,1.0,69971.0,32.948333500000004,-96.7298519
37898,CERTIFIED-WITHDRAWN,1.0,64438.0,42.3222599,-83.1763145
37899,CERTIFIED-WITHDRAWN,1.0,50158.0,30.267153000000004,-97.7430608
37900,DENIED,1.0,39978.0,33.7455731,-117.8678338
37901,CERTIFIED,1.0,70782.0,37.6624312,-121.8746789
37902,CERTIFIED,1.0,41995.0,33.9412127,-84.2135309
37903,CERTIFIED-WITHDRAWN,1.0,66560.0,42.3600825,-71.0588801
37904,WITHDRAWN,1.0,102872.0,37.3382082,-121.88632859999998
37905,CERTIFIED-WITHDRAWN,1.0,79269.0,37.36883,-122.0363496
37906,WITHDRAWN,0.0,50668.8,26.3683064,-80.1289321
37907,WITHDRAWN,1.0,83990.0,40.0792766,-75.3015714
37908,WITHDRAWN,1.0,98987.0,47.6739881,-122.121512
37909,WITHDRAWN,1.0,60841.0,41.117744,-73.4081575
37910,CERTIFIED-WITHDRAWN,1.0,105934.0,34.0522342,-118.24368490000002
37911,CERTIFIED,1.0,113443.0,37.3382082,-121.88632859999998
37912,DENIED,1.0,83699.0,41.0534302,-73.53873409999999
37913,CERTIFIED,1.0,35010.0,32.3717248,-112.86070990000002
37914,CERTIFIED-WITHDRAWN,1.0,77563.0,37.36883,-122.0363496
37915,WITHDRAWN,1.0,51979.0,40.7127837,-74.00594129999998
37916,CERTIFIED,1.0,80163.0,42.9106219,-76.7966215
37917,DENIED,1.0,55931.0,42.6064095,-83.1497751
37918,WITHDRAWN,0.0,57803.0,38.9071923,-77.03687070000002
37919,DENIED,1.0,38147.0,36.19884860000001,-86.6197777
37920,DENIED,1.0,46093.0,33.3061605,-111.8412502
37921,CERTIFIED-WITHDRAWN,1.0,54621.0,42.16670720000001,-83.78160749999998
37922,DENIED,1.0,88500.0,37.7749295,-122.4194155
37923,DENIED,1.0,80704.0,40.7127837,-74.00594129999998
37924,DENIED,0.0,42646.0,41.49932,-81.6943605
37925,DENIED,0.0,69076.8,38.8942786,-77.4310992
37926,CERTIFIED,1.0,78603.0,39.0066993,-77.4291298
37927,WITHDRAWN,1.0,82243.0,33.7489954,-84.3879824
37928,WITHDRAWN,1.0,48048.0,40.7674987,-73.833079
37929,CERTIFIED,1.0,49109.0,32.4609764,-84.9877094
37930,CERTIFIED-WITHDRAWN,1.0,59738.0,36.0726354,-79.79197540000001
37931,CERTIFIED-WITHDRAWN,1.0,51605.0,39.6172101,-104.9508141
37932,WITHDRAWN,1.0,112670.0,37.5202145,-122.27580079999998
37933,DENIED,0.0,116792.0,37.9735346,-122.5310874
37934,WITHDRAWN,1.0,79955.0,42.1539141,-88.13618879999999
37935,CERTIFIED,1.0,79394.0,30.267153000000004,-97.7430608
37936,DENIED,1.0,31200.0,38.8338816,-104.8213634
37937,WITHDRAWN,1.0,74672.0,40.7127837,-74.00594129999998
37938,CERTIFIED,1.0,94640.0,40.7127837,-74.00594129999998
37939,CERTIFIED-WITHDRAWN,1.0,94800.0,42.0629915,-88.1227199
37940,CERTIFIED,1.0,70278.0,37.7749295,-122.4194155
37941,WITHDRAWN,0.0,50398.0,34.8526176,-82.3940104
37942,CERTIFIED,1.0,100526.0,29.7604267,-95.3698028
37943,CERTIFIED,1.0,73112.0,47.6739881,-122.121512
37944,CERTIFIED-WITHDRAWN,1.0,79300.0,42.3600825,-71.0588801
37945,WITHDRAWN,1.0,59613.0,33.7489954,-84.3879824
37946,CERTIFIED-WITHDRAWN,1.0,50669.0,36.3728538,-94.2088172
37947,DENIED,1.0,25522.0,25.8195424,-80.3553302
37948,WITHDRAWN,0.0,62982.0,40.0992294,-83.11407709999997
37949,CERTIFIED,1.0,59134.0,42.36837,-83.3527097
37950,DENIED,1.0,61901.0,42.4733688,-83.2218731
37951,CERTIFIED-WITHDRAWN,1.0,86278.0,47.6062095,-122.33207079999998
37952,DENIED,1.0,96267.0,37.7749295,-122.4194155
37953,DENIED,1.0,28683.0,18.4655394,-66.1057355
37954,WITHDRAWN,0.0,49067.0,38.9906657,-77.026088
37955,CERTIFIED,1.0,51314.0,40.7933949,-77.8600012
37956,WITHDRAWN,0.0,36358.0,39.11405300000001,-94.6274636
37957,CERTIFIED,0.0,66664.0,41.8489872,-72.5717551
37958,WITHDRAWN,0.0,64834.0,41.9778795,-91.6656232
37959,WITHDRAWN,1.0,76128.0,37.3541079,-121.9552356
37960,CERTIFIED-WITHDRAWN,1.0,44340.0,37.87159260000001,-122.272747
37961,CERTIFIED-WITHDRAWN,1.0,106163.0,37.8043637,-122.27111370000002
37962,CERTIFIED-WITHDRAWN,1.0,94640.0,40.7127837,-74.00594129999998
37963,DENIED,1.0,60611.0,40.554887,-74.4642861
37964,CERTIFIED,1.0,67995.0,40.3789957,-74.54654359999998
37965,DENIED,1.0,85675.0,26.0112014,-80.1494901
37966,CERTIFIED-WITHDRAWN,1.0,135723.0,37.4529598,-122.1817252
37967,WITHDRAWN,1.0,79581.0,44.9591352,-89.6301221
37968,DENIED,0.0,76107.2,34.0522342,-118.24368490000002
37969,CERTIFIED-WITHDRAWN,1.0,43784.0,40.7127837,-74.00594129999998
37970,CERTIFIED-WITHDRAWN,1.0,61589.0,40.7607793,-111.89104740000002
37971,CERTIFIED-WITHDRAWN,1.0,66539.2,40.7127837,-74.00594129999998
37972,DENIED,1.0,61172.8,42.5047161,-71.19562049999998
37973,CERTIFIED-WITHDRAWN,1.0,124072.0,40.7127837,-74.00594129999998
37974,DENIED,0.0,29141.0,29.7604267,-95.3698028
37975,CERTIFIED-WITHDRAWN,1.0,85592.0,35.7795897,-78.6381787
37976,CERTIFIED-WITHDRAWN,1.0,70200.0,40.7127837,-74.00594129999998
37977,DENIED,1.0,55993.6,34.0686208,-117.93895259999998
37978,CERTIFIED-WITHDRAWN,1.0,54645.12,34.1394513,-117.9772873
37979,WITHDRAWN,1.0,76128.0,38.6270025,-90.1994042
37980,DENIED,1.0,55224.0,40.554887,-74.4642861
37981,CERTIFIED-WITHDRAWN,1.0,48547.0,37.5407246,-77.4360481
37982,WITHDRAWN,0.0,44283.0,38.3914418,-86.93110940000003
37983,CERTIFIED-WITHDRAWN,0.0,68411.0,47.6062095,-122.33207079999998
37984,CERTIFIED,1.0,134600.0,37.4323341,-121.8995741
37985,WITHDRAWN,0.0,69826.0,35.2270869,-80.8431267
37986,WITHDRAWN,1.0,86778.0,40.7127837,-74.00594129999998
37987,CERTIFIED,1.0,76690.0,37.7749295,-122.4194155
37988,DENIED,0.0,57574.4,34.0522342,-118.24368490000002
37989,WITHDRAWN,0.0,64002.0,30.267153000000004,-97.7430608
37990,CERTIFIED,1.0,50773.0,36.3728538,-94.2088172
37991,CERTIFIED-WITHDRAWN,1.0,68661.0,40.7281575,-74.0776417
37992,CERTIFIED,1.0,100090.0,38.9586307,-77.35700279999998
37993,DENIED,1.0,128565.0,40.7127837,-74.00594129999998
37994,CERTIFIED-WITHDRAWN,1.0,33405.0,34.1477849,-118.1445155
37995,DENIED,1.0,74817.6,43.7435343,-70.26017590000001
37996,WITHDRAWN,1.0,48479.0,42.6220235,-73.83262320000001
37997,DENIED,1.0,51071.0,41.8781136,-87.62979820000002
37998,CERTIFIED,0.0,68869.0,40.39680120000001,-74.0915982
37999,WITHDRAWN,1.0,60548.8,45.52306220000001,-122.6764816
38000,CERTIFIED,1.0,81016.0,32.814017699999994,-96.9488945
38001,CERTIFIED,1.0,53602.0,42.65257929999999,-73.7562317
38002,DENIED,0.0,35755.2,34.1425078,-118.255075
38003,CERTIFIED,1.0,79955.0,37.7799273,-121.9780153
38004,DENIED,1.0,87100.0,40.7127837,-74.00594129999998
38005,WITHDRAWN,1.0,42328.0,30.508255100000003,-97.678896
38006,CERTIFIED,1.0,29307.0,40.7127837,-74.00594129999998
38007,CERTIFIED,1.0,57803.0,40.4842027,-88.9936873
38008,CERTIFIED-WITHDRAWN,1.0,66560.0,42.6064095,-83.1497751
38009,CERTIFIED,1.0,81286.0,47.6739881,-122.121512
38010,CERTIFIED-WITHDRAWN,1.0,40706.0,42.2808256,-83.7430378
38011,DENIED,1.0,115253.0,37.3229978,-122.0321823
38012,WITHDRAWN,1.0,118939.0,32.7667955,-96.5991593
38013,DENIED,1.0,101941.0,40.7127837,-74.00594129999998
38014,CERTIFIED,1.0,74443.0,47.6743428,-117.1124241
38015,CERTIFIED-WITHDRAWN,1.0,32240.0,42.3600825,-71.0588801
38016,CERTIFIED-WITHDRAWN,0.0,61422.0,40.4862157,-74.4518188
38017,CERTIFIED,1.0,59592.0,39.64283620000001,-84.2866083
38018,WITHDRAWN,1.0,70096.64,39.1031182,-84.5120196
38019,DENIED,1.0,79394.0,36.0395247,-114.9817213
38020,CERTIFIED-WITHDRAWN,1.0,66102.0,28.0352964,-82.38925959999997
38021,CERTIFIED,0.0,43514.0,35.4675602,-97.5164276
38022,WITHDRAWN,1.0,91437.0,37.4852152,-122.2363548
38023,CERTIFIED,1.0,82805.0,40.262570200000006,-80.1872797
38024,CERTIFIED-WITHDRAWN,1.0,48110.0,41.8781136,-87.62979820000002
38025,DENIED,1.0,107554720.0,41.49932,-81.6943605
38026,CERTIFIED,0.0,55370.0,34.18083920000001,-118.30896609999998
38027,WITHDRAWN,1.0,74464.0,39.7390721,-75.5397878
38028,DENIED,1.0,42245.0,29.7604267,-95.3698028
38029,CERTIFIED-WITHDRAWN,0.0,50398.0,29.7604267,-95.3698028
38030,WITHDRAWN,1.0,42100.0,33.952602,-84.5499327
38031,CERTIFIED,1.0,101754.0,39.6477653,-104.9877597
38032,WITHDRAWN,0.0,63897.6,40.7127837,-74.00594129999998
38033,WITHDRAWN,1.0,88962.0,37.3541079,-121.9552356
38034,CERTIFIED-WITHDRAWN,1.0,51355.2,38.2009055,-84.8732835
38035,DENIED,1.0,98800.0,37.56299170000001,-122.3255254
38036,CERTIFIED-WITHDRAWN,1.0,62379.2,32.814017699999994,-96.9488945
38037,WITHDRAWN,1.0,93413.0,38.9822282,-94.6707917
38038,WITHDRAWN,1.0,48547.0,40.043912,-75.37545990000002
38039,CERTIFIED,1.0,57928.0,30.3321838,-81.655651
38040,CERTIFIED,1.0,71115.0,41.8397865,-87.9535534
38041,WITHDRAWN,1.0,121597.0,40.7281575,-74.0776417
38042,CERTIFIED,1.0,84822.0,21.3069444,-157.8583333
38043,CERTIFIED-WITHDRAWN,1.0,64400.0,28.5383355,-81.3792365
38044,CERTIFIED-WITHDRAWN,1.0,81296.0,47.6101497,-122.2015159
38045,DENIED,0.0,35297.6,36.8507689,-76.28587259999998
38046,DENIED,1.0,65874.0,30.0575359,-95.1902986
38047,CERTIFIED-WITHDRAWN,0.0,49234.0,40.27319110000001,-76.88670079999999
38048,CERTIFIED,1.0,108139.0,38.8799697,-77.1067698
38049,CERTIFIED,1.0,122533.0,47.6101497,-122.2015159
38050,WITHDRAWN,1.0,52083.0,42.4733688,-83.2218731
38051,DENIED,1.0,150238.0,18.4655394,-66.1057355
38052,WITHDRAWN,1.0,64085.0,42.0333607,-88.0834059
38053,CERTIFIED-WITHDRAWN,1.0,75670.0,37.7749295,-122.4194155
38054,DENIED,1.0,55400.0,37.20895720000001,-93.2922989
38055,CERTIFIED,1.0,62566.0,40.7127837,-74.00594129999998
38056,CERTIFIED,1.0,69472.0,33.857328,-84.0199108
38057,CERTIFIED-WITHDRAWN,1.0,79664.0,33.6839473,-117.7946942
38058,WITHDRAWN,1.0,54766.0,40.6084305,-75.4901833
38059,WITHDRAWN,1.0,61963.0,37.4418834,-122.1430195
38060,CERTIFIED,0.0,51272.0,40.6781784,-73.94415790000002
38061,DENIED,1.0,74131.2,42.1428521,-77.05469029999998
38062,CERTIFIED,1.0,65478.4,41.632223,-88.2120315
38063,CERTIFIED-WITHDRAWN,1.0,64480.0,33.0198431,-96.6988856
38064,CERTIFIED,1.0,45386.0,41.7360305,-72.795027
38065,CERTIFIED-WITHDRAWN,1.0,55640.0,40.3933956,-82.4857181
38066,CERTIFIED,1.0,85842.0,39.6837226,-75.7496572
38067,DENIED,1.0,37232.0,35.0853336,-106.6055534
38068,WITHDRAWN,1.0,78499.0,45.4206749,-122.6706498
38069,CERTIFIED,1.0,112028.8,47.6062095,-122.33207079999998
38070,DENIED,1.0,124363.2,37.3860517,-122.0838511
38071,CERTIFIED,1.0,103043.0,26.1224386,-80.13731740000001
